ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_high,fiftytwo_week_low,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time
JBL,133.33,0.46,0.61,1.87,2024-11-27,154.53,97.55,130.71,125.42,121.32,61.25,2.9,2.18,0,0,134.0,2024-11-25,132.72,2024-11-26,-0.5,137.77,2024-11-06,127.3,2024-11-04,4.43,154.53,2024-03-07,97.55,2024-08-05,4.05,154.53,2024-03-07,0.48,1994-12-14,13888.72
JCI,83.71,-0.05,-0.04,2.18,2024-11-27,86.6,52.4,81.9,78.78,69.78,61.15,1.53,1.83,0,0,83.75,2024-11-26,83.34,2024-11-25,0.44,86.6,2024-11-11,74.23,2024-11-04,10.87,86.6,2024-11-11,52.4,2024-01-16,46.65,130.76,2001-01-30,4.26,1987-10-26,1108.03
JKHY,173.96,0.5,0.86,0.67,2024-11-27,186.12,156.01,176.75,179.05,170.96,41.2,2.71,1.56,0,0,173.96,2024-11-27,172.39,2024-11-25,0.91,185.52,2024-11-05,171.12,2024-11-20,-4.97,186.12,2024-10-18,158.55,2024-06-13,5.65,211.07,2022-08-05,0.06,1989-10-09,46289.34
JNJ,155.4,0.57,0.88,4.14,2024-11-27,167.38,144.38,155.78,159.51,155.82,45.31,2.42,1.56,0,0,155.78,2024-11-25,154.52,2024-11-26,-0.24,160.13,2024-11-01,151.87,2024-11-14,-2.95,167.38,2024-09-10,144.38,2024-05-28,-2.86,186.01,2022-04-25,0.14,1962-10-23,69467.55
JNPR,36.07,0.14,0.05,1.38,2024-11-27,39.26,28.04,37.54,38.36,37.17,32.69,0.54,1.49,0,0,36.2,2024-11-25,36.02,2024-11-26,-0.36,39.15,2024-11-05,35.08,2024-11-19,-7.51,39.26,2024-10-21,29.34,2024-01-02,22.94,243.0,2000-10-16,4.43,2002-10-07,118.88
JPM,249.79,-0.07,-0.18,5.47,2024-11-27,250.29,154.32,238.59,225.62,206.17,68.78,4.91,1.97,0,0,250.29,2024-11-25,249.79,2024-11-27,-0.2,250.29,2024-11-25,219.78,2024-11-04,12.04,250.29,2024-11-25,167.09,2024-01-17,45.16,250.29,2024-11-25,3.38,1990-10-31,4859.07
K,81.15,0.02,0.02,1.29,2024-11-27,81.18,51.66,80.88,80.8,66.87,59.17,0.32,0.4,0,0,81.15,2024-11-27,81.11,2024-11-25,0.05,81.18,2024-11-13,80.55,2024-11-19,0.67,81.18,2024-11-13,52.94,2024-03-14,40.5,81.67,2016-07-19,1.2,1974-08-28,4668.26
KDP,32.58,-0.21,-0.07,7.43,2024-11-27,38.01,28.88,32.65,34.91,33.56,41.28,0.6,1.85,0,0,32.85,2024-11-25,32.58,2024-11-27,-0.82,33.56,2024-11-13,31.24,2024-11-18,-0.73,38.01,2024-09-23,28.88,2024-03-15,-2.37,123.81,2018-07-05,11.9,2009-03-09,27.76
KEY,19.52,-0.71,-0.14,5.95,2024-11-27,19.97,12.39,18.82,17.74,15.68,63.5,0.45,2.31,0,0,19.81,2024-11-25,19.52,2024-11-27,-1.46,19.97,2024-11-06,17.04,2024-11-04,13.55,19.97,2024-11-06,13.2,2024-01-18,33.61,43.12,1998-04-14,4.6,2009-06-03,218.94
KEYS,168.61,-1.92,-3.3,1.2,2024-11-27,171.91,119.86,160.03,157.81,148.56,61.02,4.53,2.69,0,0,171.91,2024-11-26,168.61,2024-11-27,-1.79,171.91,2024-11-26,149.37,2024-11-15,11.26,171.91,2024-11-26,119.86,2024-08-07,8.44,207.93,2021-12-27,21.18,2016-02-09,496.85
KHC,31.93,-0.13,-0.04,6.7,2024-11-27,38.65,30.58,32.27,33.89,34.8,40.48,0.59,1.85,0,0,32.02,2024-11-25,31.93,2024-11-27,-0.28,33.51,2024-11-05,30.58,2024-11-19,-4.66,38.65,2024-04-29,30.58,2024-11-19,-16.24,96.65,2017-02-17,20.06,2020-03-12,-56.24
KIM,25.78,1.26,0.32,3.86,2024-11-27,25.78,17.6,24.82,24.04,21.06,70.25,0.37,1.45,0,0,25.78,2024-11-27,25.46,2024-11-26,0.94,25.78,2024-11-27,23.83,2024-11-01,8.18,25.78,2024-11-27,17.6,2024-04-17,21.15,53.41,2007-02-21,4.39,1991-12-06,480.05
KKR,160.03,-0.77,-1.24,4.27,2024-11-27,161.27,74.73,150.6,141.6,115.16,70.89,3.55,2.22,0,0,161.27,2024-11-26,158.94,2024-11-25,0.69,161.27,2024-11-26,136.81,2024-11-04,16.32,161.27,2024-11-26,79.89,2024-01-03,96.81,161.27,2024-11-26,8.8,2010-07-21,1468.92
KLAC,632.14,0.11,0.67,0.94,2024-11-27,892.35,528.61,651.09,704.42,735.62,39.32,19.76,3.13,0,0,644.67,2024-11-25,631.47,2024-11-26,-1.94,687.41,2024-11-08,614.46,2024-11-15,-5.56,892.35,2024-07-10,544.31,2024-01-05,12.8,892.35,2024-07-10,0.6,1982-03-11,54571.57
KMB,139.2,-0.38,-0.53,1.47,2024-11-27,148.35,118.04,134.96,138.53,135.58,59.49,2.08,1.49,0,0,139.73,2024-11-26,139.14,2024-11-25,0.04,139.73,2024-11-26,131.64,2024-11-06,3.41,148.35,2024-09-04,118.04,2024-01-24,13.76,158.84,2020-08-12,2.26,1980-04-11,5464.0
KMI,28.07,-0.07,-0.02,8.13,2024-11-27,28.54,16.57,26.79,24.95,20.84,69.32,0.53,1.9,0,0,28.09,2024-11-26,27.85,2024-11-25,0.79,28.54,2024-11-21,24.18,2024-11-01,16.09,28.54,2024-11-21,16.57,2024-02-13,57.43,44.57,2015-04-23,9.98,2020-03-18,-9.6
KMX,84.59,-0.59,-0.5,1.51,2024-11-27,87.11,63.16,77.54,75.62,76.16,70.9,2.3,2.72,0,0,85.15,2024-11-25,84.59,2024-11-27,-0.66,85.15,2024-11-25,72.3,2024-11-01,17.0,87.11,2024-03-28,67.21,2024-05-01,11.01,154.85,2021-11-09,0.72,2000-01-20,700.85
KO,64.43,-0.19,-0.12,9.39,2024-11-27,73.01,57.61,63.83,67.34,64.73,46.16,0.9,1.4,0,0,64.55,2024-11-26,64.38,2024-11-25,0.08,65.37,2024-11-05,61.74,2024-11-15,-0.89,73.01,2024-09-03,58.06,2024-04-16,7.71,73.01,2024-09-03,0.19,1962-06-27,24396.14
KR,60.5,-0.12,-0.07,3.12,2024-11-27,60.57,43.59,58.55,57.19,54.3,65.71,1.04,1.71,0,0,60.57,2024-11-26,60.09,2024-11-25,0.68,60.57,2024-11-26,56.27,2024-11-04,6.95,60.57,2024-11-26,44.62,2024-02-07,30.75,61.67,2022-04-08,0.46,1974-12-19,6407.56
KVUE,24.13,0.04,0.01,11.67,2024-11-27,24.24,17.7,23.52,22.89,20.6,62.96,0.5,2.08,0,0,24.24,2024-11-25,24.12,2024-11-26,-0.45,24.24,2024-11-25,22.5,2024-11-06,6.16,24.24,2024-11-25,17.7,2024-07-10,11.87,27.5,2023-05-15,17.7,2024-07-10,-10.3
L,87.05,0.51,0.44,0.45,2024-11-27,87.05,68.0,82.91,80.88,77.78,70.47,1.32,1.52,0,0,87.05,2024-11-27,85.83,2024-11-25,1.42,87.05,2024-11-27,76.51,2024-11-04,9.81,87.05,2024-11-27,70.27,2024-01-03,23.55,87.05,2024-11-27,0.6,1980-03-27,12849.59
LDOS,163.97,-1.29,-2.14,1.15,2024-11-27,201.39,105.88,178.21,170.96,148.56,41.01,5.67,3.46,0,0,166.11,2024-11-26,163.6,2024-11-25,0.23,201.39,2024-11-11,158.29,2024-11-19,-10.38,201.39,2024-11-11,107.66,2024-01-03,51.82,201.39,2024-11-11,25.63,2012-05-18,269.55
LEN,174.1,0.4,0.7,1.1,2024-11-27,192.45,126.84,170.75,177.28,166.54,51.93,4.63,2.66,0,0,178.66,2024-11-25,173.4,2024-11-26,-2.55,178.66,2024-11-25,166.18,2024-11-12,2.62,192.45,2024-09-19,142.5,2024-07-09,18.07,192.45,2024-09-19,1.18,1980-03-24,14304.86
LH,242.15,1.43,3.42,0.44,2024-11-27,246.22,192.5,237.17,226.96,215.73,61.38,4.99,2.06,0,0,242.15,2024-11-27,238.73,2024-11-26,0.36,246.22,2024-11-13,227.1,2024-11-01,6.63,246.22,2024-11-13,192.5,2024-05-29,4.12,269.94,2021-12-31,2.42,1998-08-31,880.39
LHX,245.33,-0.1,-0.25,0.55,2024-11-27,264.22,188.66,250.07,245.67,226.97,46.98,4.98,2.03,0,0,245.58,2024-11-26,240.6,2024-11-25,1.97,264.22,2024-11-11,240.6,2024-11-25,-0.87,264.22,2024-11-11,200.34,2024-04-16,16.95,270.74,2022-03-07,3.31,1990-10-26,2425.6
LIN,457.12,0.11,0.52,1.78,2024-11-27,486.45,398.65,456.22,467.69,453.23,46.89,5.9,1.29,1,0,457.12,2024-11-27,455.69,2024-11-25,0.31,465.47,2024-11-07,444.06,2024-11-19,-0.04,486.45,2024-10-18,400.63,2024-02-05,11.61,486.45,2024-10-18,6.94,1992-07-08,5658.99
LKQ,39.13,0.33,0.13,1.27,2024-11-27,53.41,36.79,38.18,38.67,43.36,55.59,0.84,2.14,0,0,39.76,2024-11-25,39.0,2024-11-26,-1.58,39.76,2024-11-25,36.9,2024-11-01,6.04,53.41,2024-03-28,36.79,2024-10-31,-17.24,60.03,2021-12-31,1.69,2004-10-25,1882.52
LLY,788.19,-0.14,-1.13,2.25,2024-11-27,960.02,570.21,788.07,856.91,836.39,45.21,25.8,3.27,0,0,789.32,2024-11-26,755.0,2024-11-25,4.4,832.44,2024-11-11,727.2,2024-11-18,-3.75,960.02,2024-08-30,592.2,2024-01-02,33.1,960.02,2024-08-30,2.05,1977-09-21,19376.51
LMT,525.75,0.82,4.3,0.71,2024-11-27,614.61,418.19,543.61,570.32,504.19,34.67,11.02,2.1,0,0,525.75,2024-11-27,521.45,2024-11-26,0.74,570.58,2024-11-11,521.45,2024-11-26,-3.59,614.61,2024-10-21,418.19,2024-02-14,15.27,614.61,2024-10-21,0.92,1977-04-25,54746.24
LNT,63.59,0.39,0.25,1.38,2024-11-27,63.63,47.4,60.36,60.48,54.24,65.64,1.08,1.7,0,0,63.63,2024-11-25,63.34,2024-11-26,-0.06,63.63,2024-11-25,56.24,2024-11-07,10.13,63.63,2024-11-25,47.4,2024-04-16,22.57,65.16,2022-04-06,3.38,1974-09-12,1163.9
LOW,273.19,-0.47,-1.28,2.26,2024-11-27,284.05,198.83,267.71,269.78,243.69,54.98,5.65,2.07,0,0,275.32,2024-11-25,273.19,2024-11-27,-0.77,275.32,2024-11-25,259.26,2024-11-19,4.29,284.05,2024-10-16,210.55,2024-01-24,24.94,284.05,2024-10-16,0.33,1981-11-23,58670.26
LRCX,71.57,-1.54,-1.12,7.84,2024-11-27,112.73,69.49,74.07,76.82,88.67,42.61,2.45,3.43,0,0,73.71,2024-11-25,71.57,2024-11-27,-2.9,79.21,2024-11-07,70.05,2024-11-15,-4.32,112.73,2024-07-10,70.05,2024-11-15,-4.48,112.73,2024-07-10,0.07,1990-08-23,32106.53
LULU,319.52,0.21,0.68,1.12,2024-11-27,511.29,233.4,315.82,295.06,322.9,56.2,10.15,3.18,0,0,326.72,2024-11-25,318.84,2024-11-26,-2.2,330.26,2024-11-14,301.85,2024-11-19,-0.51,505.38,2024-01-02,233.4,2024-08-05,-36.78,511.29,2023-12-29,2.24,2009-03-09,2182.29
LUV,32.36,1.25,0.4,3.31,2024-11-27,34.83,23.7,31.75,30.81,29.11,57.69,0.84,2.59,0,0,32.43,2024-11-25,31.96,2024-11-26,-0.22,32.65,2024-11-11,29.91,2024-11-04,5.72,34.83,2024-03-07,23.7,2024-08-05,13.62,66.29,2018-01-02,0.17,1980-04-18,15787.98
LVS,51.42,0.98,0.5,3.12,2024-11-27,55.25,37.86,50.42,50.35,46.68,56.93,1.17,2.27,0,0,51.42,2024-11-27,50.92,2024-11-26,0.04,51.73,2024-11-01,47.96,2024-11-15,-0.6,55.25,2024-02-16,37.86,2024-08-05,0.18,144.56,2007-10-02,1.42,2009-03-09,10.44
LW,76.71,-0.16,-0.12,1.34,2024-11-27,109.99,53.01,78.07,73.78,79.75,50.92,1.92,2.5,0,0,76.83,2024-11-26,76.71,2024-11-27,-0.09,81.2,2024-11-08,75.07,2024-11-19,-0.49,109.99,2024-01-17,53.01,2024-07-25,-28.01,115.12,2023-07-03,29.89,2016-11-11,152.92
LYB,83.04,1.1,0.9,2.63,2024-11-27,105.86,82.14,84.29,89.36,95.91,38.39,1.54,1.86,0,0,84.06,2024-11-25,82.14,2024-11-26,-1.21,87.33,2024-11-07,82.14,2024-11-26,-4.07,105.86,2024-04-03,82.14,2024-11-26,-14.02,121.49,2018-01-26,15.0,2010-07-07,277.45
LYV,139.73,0.62,0.86,1.55,2024-11-27,140.54,81.41,128.58,118.98,101.61,77.93,2.92,2.09,0,0,140.54,2024-11-25,138.87,2024-11-26,-0.58,140.54,2024-11-25,117.15,2024-11-01,19.27,140.54,2024-11-25,87.41,2024-02-05,52.19,140.54,2024-11-25,2.52,2009-03-20,1187.83
MA,532.38,0.74,3.9,2.03,2024-11-27,532.38,408.23,518.89,508.81,473.27,64.62,7.83,1.47,1,0,532.38,2024-11-27,526.6,2024-11-25,1.1,532.38,2024-11-27,505.56,2024-11-05,4.78,532.38,2024-11-27,418.77,2024-01-03,26.19,532.38,2024-11-27,4.39,2006-07-18,11473.48
MAA,165.2,1.25,2.04,0.52,2024-11-27,166.65,123.35,157.53,156.66,143.65,68.59,2.79,1.69,1,0,165.2,2024-11-27,161.98,2024-11-25,1.99,165.2,2024-11-27,149.17,2024-11-01,10.75,166.65,2024-09-16,123.35,2024-02-13,21.61,229.44,2021-12-31,21.0,1999-03-26,663.93
MAR,285.6,-0.9,-2.58,1.11,2024-11-27,288.18,202.48,277.39,264.98,245.04,65.14,4.65,1.63,0,0,288.18,2024-11-26,285.6,2024-11-27,-0.83,288.18,2024-11-26,256.43,2024-11-04,9.61,288.18,2024-11-26,211.35,2024-08-05,28.74,288.18,2024-11-26,9.26,1998-10-06,1602.04
MAS,80.42,-0.36,-0.29,0.76,2024-11-27,85.71,60.37,79.62,81.74,75.32,51.19,1.69,2.1,0,0,82.17,2024-11-25,80.42,2024-11-27,-2.13,82.17,2024-11-25,76.17,2024-11-19,0.3,85.71,2024-10-18,64.23,2024-01-04,20.81,85.71,2024-10-18,2.17,1980-03-27,3246.94
MCD,295.08,-0.42,-1.25,2.24,2024-11-27,316.56,245.82,294.5,299.96,279.48,48.73,4.94,1.67,0,0,296.33,2024-11-26,295.08,2024-11-27,-0.37,301.53,2024-11-11,288.47,2024-11-21,-0.04,316.56,2024-10-18,245.82,2024-07-09,-0.66,316.56,2024-10-18,0.15,1966-10-06,109372.56
MCHP,67.87,-0.79,-0.54,5.52,2024-11-27,99.49,62.86,69.58,74.1,84.04,43.12,2.49,3.67,0,0,69.85,2024-11-25,67.87,2024-11-27,-2.83,75.09,2024-11-05,62.86,2024-11-15,-9.28,99.49,2024-05-22,62.86,2024-11-15,-21.59,99.49,2024-05-22,0.31,1993-03-22,20688.73
MCK,626.38,0.22,1.38,0.54,2024-11-27,630.38,439.47,590.17,537.43,549.49,72.93,12.83,2.05,0,0,626.38,2024-11-27,616.73,2024-11-25,1.56,628.27,2024-11-21,525.28,2024-11-05,19.01,630.38,2024-08-02,473.42,2024-01-02,32.31,630.38,2024-08-02,15.25,1994-12-12,3696.24
MCO,500.88,0.24,1.22,0.36,2024-11-27,500.88,361.89,473.86,474.31,432.48,70.23,8.24,1.64,1,0,500.88,2024-11-27,494.03,2024-11-25,1.39,500.88,2024-11-27,456.36,2024-11-01,9.76,500.88,2024-11-27,366.48,2024-02-14,31.19,500.88,2024-11-27,6.94,1995-01-27,5925.62
MDB,324.6,-3.22,-10.8,1.21,2024-11-27,500.9,218.18,294.92,281.85,304.62,62.43,15.4,4.74,0,0,341.36,2024-11-25,324.6,2024-11-27,-4.91,341.36,2024-11-25,267.39,2024-11-04,19.4,500.9,2024-02-09,218.18,2024-06-13,-15.4,585.03,2021-11-16,25.76,2017-12-08,912.16
MDLZ,65.06,0.28,0.18,5.02,2024-11-27,76.87,63.84,66.06,69.42,69.64,37.48,1.01,1.55,0,0,65.06,2024-11-27,64.88,2024-11-26,0.18,69.05,2024-11-05,63.84,2024-11-18,-5.04,76.87,2024-02-02,63.84,2024-11-18,-11.89,78.36,2023-05-11,21.0,2009-03-05,108.19
MDT,86.27,0.69,0.59,5.11,2024-11-27,92.27,76.84,87.53,88.81,84.47,44.06,1.61,1.87,0,0,86.27,2024-11-27,85.68,2024-11-26,0.61,90.11,2024-11-06,84.11,2024-11-20,-4.22,92.27,2024-10-23,76.84,2024-07-08,4.14,135.17,2021-09-08,0.13,1977-10-27,24438.99
MELI,2044.76,-3.09,-65.24,0.28,2024-11-27,2140.1,1356.43,1983.21,2024.68,1768.92,54.08,67.0,3.28,0,0,2110.0,2024-11-26,2044.76,2024-11-27,-2.63,2117.3,2024-11-06,1774.05,2024-11-07,-0.49,2140.1,2024-09-12,1356.43,2024-04-19,33.72,2140.1,2024-09-12,8.28,2008-11-20,7074.6
MET,88.25,0.56,0.49,3.0,2024-11-27,88.25,63.16,82.75,83.04,74.91,70.11,1.64,1.86,1,0,88.25,2024-11-27,87.34,2024-11-25,1.04,88.25,2024-11-27,78.15,2024-11-05,12.52,88.25,2024-11-27,65.35,2024-02-01,31.03,88.25,2024-11-27,10.78,2009-03-05,538.82
META,569.2,-0.76,-4.34,6.9,2024-11-27,595.94,317.45,571.57,574.75,515.03,49.51,13.64,2.4,0,0,573.54,2024-11-26,565.11,2024-11-25,0.72,591.7,2024-11-07,554.08,2024-11-15,0.36,595.94,2024-10-04,344.47,2024-01-03,64.37,595.94,2024-10-04,17.73,2012-09-04,1388.88
MGM,37.37,-0.48,-0.18,3.18,2024-11-27,47.78,34.07,37.44,38.69,40.69,45.42,1.07,2.88,0,0,38.31,2024-11-25,37.37,2024-11-27,-2.45,38.31,2024-11-25,36.23,2024-11-05,2.64,47.78,2024-04-01,34.07,2024-08-05,-17.83,99.75,2007-10-09,1.89,2009-03-05,1258.91
MHK,139.1,-0.59,-0.82,0.4,2024-11-27,162.7,87.8,139.96,148.56,132.1,44.79,4.31,3.1,0,0,145.03,2024-11-25,139.1,2024-11-27,-4.09,147.6,2024-11-06,134.28,2024-11-01,3.59,162.7,2024-07-29,97.57,2024-01-24,32.12,284.82,2017-12-01,5.11,1992-06-29,1935.61
MKC,77.79,-0.03,-0.02,1.15,2024-11-27,84.76,64.28,76.96,79.21,75.05,51.41,1.4,1.8,0,0,77.81,2024-11-26,77.28,2024-11-25,0.66,78.83,2024-11-05,73.97,2024-11-15,-1.22,84.76,2024-09-16,64.61,2024-01-22,11.86,104.89,2020-09-02,0.34,1974-08-29,8951.93
MKTX,261.71,0.26,0.69,0.22,2024-11-27,296.42,193.39,271.84,273.4,231.63,37.45,5.96,2.28,0,0,263.8,2024-11-25,261.02,2024-11-26,-0.79,287.6,2024-11-04,260.31,2024-11-21,-8.94,293.61,2024-10-30,193.39,2024-07-01,-8.64,590.32,2020-12-22,4.31,2008-10-17,1396.34
MLM,595.6,-0.23,-1.37,0.38,2024-11-27,621.53,459.25,596.65,569.15,567.27,55.2,12.44,2.09,0,0,604.0,2024-11-25,595.6,2024-11-27,-1.39,619.58,2024-11-08,580.14,2024-11-01,2.66,621.53,2024-04-08,482.0,2024-01-03,21.3,621.53,2024-04-08,16.75,1995-01-05,2318.68
MMC,233.24,0.2,0.47,1.35,2024-11-27,233.24,185.39,224.12,223.88,214.38,67.85,3.39,1.45,1,0,233.24,2024-11-27,230.71,2024-11-25,1.1,233.24,2024-11-27,219.1,2024-11-01,6.45,233.24,2024-11-27,190.17,2024-01-02,22.65,233.24,2024-11-27,2.31,1980-12-08,7840.09
MMM,132.48,-0.35,-0.47,2.08,2024-11-27,139.44,76.3,130.07,132.45,110.17,54.65,2.79,2.11,0,0,132.95,2024-11-26,130.32,2024-11-25,1.66,134.34,2024-11-08,125.85,2024-11-04,4.13,139.44,2024-09-26,76.3,2024-02-16,44.04,216.25,2018-01-26,2.21,1962-06-22,3712.24
MNST,55.14,0.57,0.31,3.09,2024-11-27,60.85,45.01,54.23,52.96,52.73,58.01,1.19,2.16,0,0,55.14,2024-11-27,54.83,2024-11-26,0.29,56.38,2024-11-13,52.0,2024-11-15,5.43,60.85,2024-03-13,45.01,2024-08-08,-5.89,60.85,2024-03-13,0.01,1995-12-14,67656.2
MO,57.65,0.1,0.06,4.12,2024-11-27,57.65,39.73,55.08,52.25,47.7,77.87,0.83,1.44,1,0,57.65,2024-11-27,56.75,2024-11-25,1.59,57.65,2024-11-27,53.54,2024-11-07,7.02,57.65,2024-11-27,39.73,2024-03-04,38.65,89.4,2007-01-11,0.11,1962-10-23,30364.61
MOH,296.6,-0.08,-0.24,0.43,2024-11-27,419.53,275.0,311.17,319.55,341.09,42.81,11.17,3.77,0,0,297.97,2024-11-25,296.6,2024-11-27,-0.46,337.69,2024-11-07,282.5,2024-11-19,-9.23,419.53,2024-03-19,275.0,2024-10-23,-20.17,419.53,2024-03-19,11.17,2008-12-12,2124.5
MOS,25.73,1.3,0.33,4.12,2024-11-27,38.15,24.54,26.65,26.45,28.73,44.57,0.81,3.14,0,0,26.23,2024-11-25,25.4,2024-11-26,-1.91,28.34,2024-11-07,25.39,2024-11-19,-4.31,36.65,2024-01-03,24.54,2024-09-10,-29.47,161.08,2008-06-17,5.9,2003-10-24,123.74
MPC,155.36,-1.13,-1.78,0.99,2024-11-27,219.13,141.58,154.37,158.37,173.88,47.09,3.66,2.36,0,0,157.14,2024-11-26,155.36,2024-11-27,-0.73,159.92,2024-11-18,143.13,2024-11-01,8.54,219.13,2024-04-05,143.13,2024-11-01,1.97,219.13,2024-04-05,13.53,2011-09-30,734.15
MPWR,560.24,-2.07,-11.84,1.24,2024-11-27,947.16,548.72,664.43,808.83,779.03,26.85,38.55,6.88,0,0,600.86,2024-11-25,560.24,2024-11-27,-6.76,785.29,2024-11-06,560.06,2024-11-20,-26.22,947.16,2024-08-21,560.06,2024-11-20,-7.25,947.16,2024-08-21,5.86,2005-05-12,5593.5
MRK,103.12,1.48,1.5,9.64,2024-11-27,132.96,96.31,100.25,106.12,119.98,54.24,2.25,2.18,1,0,103.12,2024-11-27,101.16,2024-11-25,1.94,103.12,2024-11-27,96.31,2024-11-15,1.22,132.96,2024-06-24,96.31,2024-11-15,-8.94,132.96,2024-06-24,0.27,1962-06-22,25981.63
MRNA,43.39,3.19,1.34,5.03,2024-11-27,166.61,36.85,45.08,53.32,95.44,42.57,2.94,6.77,0,0,43.66,2024-11-25,42.05,2024-11-26,-0.62,54.63,2024-11-01,36.85,2024-11-15,-20.57,166.61,2024-05-24,36.85,2024-11-15,-61.43,484.47,2021-08-09,12.26,2019-08-05,133.28
MRVL,90.1,-3.26,-3.04,8.76,2024-11-27,93.94,50.43,89.53,81.82,72.63,55.82,3.14,3.48,0,0,93.14,2024-11-26,90.1,2024-11-27,-2.32,93.94,2024-11-07,84.38,2024-11-04,6.29,93.94,2024-11-07,56.15,2024-08-07,54.89,93.94,2024-11-07,2.13,2001-04-04,532.28
MS,131.21,-0.05,-0.07,5.51,2024-11-27,134.99,78.55,128.72,118.09,101.27,60.57,2.92,2.23,0,1,133.66,2024-11-25,131.21,2024-11-27,-1.83,134.99,2024-11-21,116.14,2024-11-04,12.29,134.99,2024-11-21,83.9,2024-01-18,39.73,134.99,2024-11-21,7.75,1993-02-23,1593.03
MSCI,604.96,0.5,3.0,0.35,2024-11-27,613.3,446.0,590.17,588.89,541.14,57.94,12.58,2.08,1,0,604.96,2024-11-27,592.73,2024-11-25,2.06,610.53,2024-11-13,574.82,2024-11-06,4.67,613.3,2024-10-15,446.0,2024-04-23,8.84,675.15,2021-11-16,11.88,2008-11-20,2217.85
MSFT,422.99,-1.17,-5.0,17.19,2024-11-27,467.56,365.93,418.77,421.36,421.96,52.69,7.93,1.87,0,0,427.99,2024-11-26,418.79,2024-11-25,1.0,427.99,2024-11-26,408.46,2024-11-04,3.08,467.56,2024-07-05,367.75,2024-01-05,14.05,467.56,2024-07-05,0.09,1986-03-24,434976.41
MSI,500.66,0.82,4.08,0.76,2024-11-27,504.6,309.16,483.13,469.13,398.72,63.37,8.41,1.68,0,0,500.66,2024-11-27,488.37,2024-11-25,2.52,504.6,2024-11-08,453.89,2024-11-01,10.3,504.6,2024-11-08,309.16,2024-01-05,60.65,504.6,2024-11-08,0.85,1962-10-23,34655.62
MTB,220.8,0.02,0.05,0.58,2024-11-27,221.95,127.73,210.17,194.83,162.52,70.3,4.65,2.1,0,0,221.95,2024-11-25,220.75,2024-11-26,-0.52,221.95,2024-11-25,190.67,2024-11-04,14.85,221.95,2024-11-25,130.47,2024-02-07,58.81,221.95,2024-11-25,0.47,1980-04-15,40979.07
MTCH,32.51,-0.46,-0.15,2.54,2024-11-27,39.04,29.34,32.8,35.49,34.03,45.11,1.07,3.29,0,0,32.66,2024-11-26,32.51,2024-11-27,-0.18,37.88,2024-11-06,30.29,2024-11-19,-8.91,39.04,2024-01-09,29.34,2024-07-01,-10.71,175.53,2021-10-21,0.18,1993-04-13,10337.77
MTD,1243.4,0.9,11.1,0.09,2024-11-27,1530.55,1081.88,1267.13,1352.38,1357.43,44.05,36.33,2.92,1,0,1243.4,2024-11-27,1224.47,2024-11-25,1.55,1411.52,2024-11-07,1160.67,2024-11-19,-7.35,1530.55,2024-05-16,1132.29,2024-01-05,2.41,1702.53,2021-12-30,14.88,1997-11-14,8258.99
MU,98.2,-3.54,-3.6,17.01,2024-11-27,153.45,73.13,102.83,103.29,109.88,42.83,3.81,3.88,0,0,104.48,2024-11-25,98.2,2024-11-27,-6.01,113.41,2024-11-07,96.34,2024-11-15,-1.53,153.45,2024-06-18,79.5,2024-02-16,19.26,153.45,2024-06-18,0.35,1986-12-08,6852.21
NCLH,26.92,-0.96,-0.26,4.63,2024-11-27,27.87,14.83,26.51,23.96,19.43,60.92,0.89,3.29,0,0,27.18,2024-11-26,26.92,2024-11-27,-0.85,27.87,2024-11-12,24.88,2024-11-01,8.2,27.87,2024-11-12,14.84,2024-08-07,46.94,63.76,2015-11-02,7.77,2020-03-18,8.59
NDAQ,83.05,0.48,0.4,2.6,2024-11-27,83.05,53.97,78.76,75.67,65.99,76.08,1.4,1.68,1,0,83.05,2024-11-27,81.52,2024-11-25,1.88,83.05,2024-11-27,74.32,2024-11-01,11.75,83.05,2024-11-27,55.42,2024-02-16,45.96,83.05,2024-11-27,1.75,2003-04-16,1561.0
NDSN,259.36,0.24,0.63,0.4,2024-11-27,278.89,225.0,256.18,255.61,252.51,54.56,4.96,1.91,0,0,263.62,2024-11-25,258.73,2024-11-26,-1.62,264.36,2024-11-06,247.56,2024-11-04,4.15,278.89,2024-05-10,225.0,2024-07-09,0.27,278.89,2024-05-10,0.89,1981-12-17,17516.91
NEE,78.52,1.33,1.03,8.69,2024-11-27,85.43,54.97,76.72,80.48,73.12,52.21,1.76,2.24,1,0,78.52,2024-11-27,76.64,2024-11-25,2.45,78.65,2024-11-05,74.24,2024-11-13,1.51,85.43,2024-10-02,54.97,2024-03-04,27.53,93.36,2021-12-31,0.88,1974-09-13,3365.71
